20000103,1477.87,1517.57,1477.3599999999997,1500.52,1.03533331E9
20000104,1509.3099999999997,1560.4505896586766,1509.3099999999997,1558.3636445593631,1.121111135E9
20000105,1562.9027501503701,1582.4296519797554,1542.4347928111347,1555.015808734485,1.206111099E9
20000106,1559.060106818483,1566.2840678425687,1544.121668898306,1553.5418032584175,1.213666702E9
20000107,1556.2396405544496,1556.7950318167905,1511.3195952563317,1511.3195952563317,1.361333286E9
20000110,1500.811592572845,1501.8252840401944,1486.868163001548,1493.912284320579,1.183111111E9
20000111,1495.6603849122323,1517.7371215729902,1492.6401147501745,1513.4840880794798,1.126666619E9
20000112,1512.4567853032697,1525.3796356597884,1509.1682876109196,1520.1369508403552,1.082888913E9
20000113,1516.2285765861886,1520.1564931198911,1496.5573171714373,1501.7523035547208,1.144888889E9
20000114,1493.9809418106217,1493.9809418106217,1477.5240194776313,1485.6140579329144,1.206555591E9
20000118,1487.234116330804,1499.8036945129907,1485.6794312363218,1495.8509330636205,1.174111099E9
20000119,1499.1127233598872,1502.499312060872,1488.4780088415516,1495.0137120358295,1.208666643E9
20000120,1491.6271233348452,1512.70564091538,1485.105254170742,1505.539762727235,1.222999988E9
20000121,1501.6654862175249,1511.839877034614,1498.1531455994054,1509.9541956408154,1.344222246E9
20000124,1506.773403399627,1557.898736230305,1496.5295599310034,1551.5250209967721,1.239777754E9
20000125,1550.106321697655,1566.017427366985,1537.5431778462466,1542.2170651366123,1.193000012E9
20000126,1545.7197182596524,1553.102994851996,1539.4900786348624,1548.6532522628602,1.241444409E9
20000127,1544.7858216668708,1574.6015015829678,1532.4513261844663,1554.8268033095758,1.254999988E9
20000128,1555.1560158224509,1602.0022185218352,1554.822353410062,1597.5311421958256,1.217555532E9
20000131,1597.8203162865627,1609.2878699941564,1557.1903975151904,1557.2138966006567,1.104222246E9
20000201,1555.921446900006,1567.9736057760047,1536.9345583099728,1540.6249048298205,1.090000024E9
20000202,1541.34959523402,1547.2912039617347,1528.3283901033008,1540.8134279639316,1.154000024E9
20000203,1536.7429335869338,1552.2970118621051,1522.3635689157613,1523.549159497575,1.273888901E9
20000204,1520.8081610882443,1528.223151596881,1511.7311899483611,1524.1321223507368,1.161222258E9
20000207,1524.7606919484515,1535.9518515593895,1521.0660028902948,1524.2680667406973,1.020111076E9
20000208,1521.258769275938,1521.258769275938,1505.449745381637,1505.6203080129983,1.164111076E9
20000209,1502.6354619641756,1536.827877184984,1502.6354619641756,1536.7654632843683,1.167222234E9
20000210,1534.6329883466542,1542.6113951938898,1525.6776337222059,1531.3005109288295,1.176444397E9
20000211,1533.1132918043236,1572.146384814096,1531.8132720537901,1563.4904199751265,1.139666679E9
20000214,1560.4570405572147,1570.853201628039,1555.2477330660026,1560.4345866456147,1.030333345E9
20000215,1560.7713953196153,1575.8552730427252,1540.3637960471726,1546.8331285628178,1.213444456E9
20000216,1546.9117489232508,1564.9850555662576,1543.822294796241,1562.7010662652183,1.131999953E9
20000217,1554.9553634182157,1571.2330654924444,1549.1912730261774,1562.1242417974822,1.14977773E9
20000218,1562.3695222396968,1610.5336903160035,1561.9980762134014,1609.5881913399785,1.158111099E9
20000222,1608.1474309955602,1626.5280320460004,1595.3287520811623,1602.4184124863318,1.088888889E9
20000223,1601.5471242547198,1613.9532251211472,1581.1622905791592,1592.3254137824424,1.104111123E9
20000224,1591.5322756545315,1628.3113828650353,1587.8730701374025,1600.803042348088,1.349999976E9
20000225,1601.4694152377892,1629.4891519871044,1590.4367178781094,1624.5528485547156,1.183555508E9
20000228,1627.1808086554117,1634.661874921147,1590.9000820594924,1606.5100847087474,1.140555567E9
20000229,1600.459222287932,1600.459222287932,1580.9769137948927,1584.584748701011,1.338111147E9
20000301,1584.655722502443,1584.655722502443,1565.4036330139181,1569.7759449037821,1.415666631E9
20000302,1568.1522747059548,1579.8175220721027,1561.030453772581,1566.8233224743683,1.331777801E9
20000303,1560.7692067526966,1560.7692067526966,1534.011684359356,1535.924543403455,1.278111099E9
20000306,1536.0370645236962,1562.5048623808896,1535.2303853468293,1555.4300679783694,1.143333357E9
20000307,1548.9003270737323,1601.7655976357184,1546.4505001091277,1595.0701429451253,1.460111076E9
20000308,1590.5584706618938,1606.0348576080778,1574.333414959432,1582.3582081907864,1.336666643E9
20000309,1582.685750771658,1592.7627154177503,1541.6829291082481,1541.83350444204,1.247777754E9
20000310,1541.9377489038964,1552.3009435348,1528.9782549811737,1549.1215770291406,1.265333286E9
20000313,1557.9115903094932,1581.913501291494,1545.2311235342574,1561.7977209598314,1.129000012E9
20000314,1555.8899038439993,1589.1948739215306,1548.6643048867147,1589.1948739215306,1.215555508E9
20000315,1583.6608492937812,1591.8340434224885,1544.3970104538837,1551.0841692864624,1.447555603E9
20000316,1546.1036291142814,1546.1036291142814,1477.4255562189485,1477.4255562189485,1.647000083E9
