19990104,1229.23,1239.3600000000001,1209.6500000000003,1230.36,9.74444468E8
19990105,1230.36,1230.36,1212.3168572591808,1213.6493047797408,8.61111087E8
19990106,1213.6493047797408,1213.6493047797408,1186.6225540860485,1186.778552647051,1.09655552E9
19990107,1186.778552647051,1200.4527070254449,1186.778552647051,1189.2130371578016,9.58888865E8
19990108,1189.2130371578016,1196.6214429794475,1181.2426789350197,1184.1929290409848,1.042000024E9
19990111,1184.1929290409848,1204.3924413943414,1183.1434831118218,1194.6038041435652,9.08888936E8
19990112,1194.6038041435652,1218.7911568574573,1194.0650471663507,1217.6380278886827,8.89111135E8
19990113,1217.6380278886827,1251.0871931633553,1209.543428127646,1222.6578585657335,1.035000036E9
19990114,1222.6578585657335,1247.2813795993889,1220.270783517821,1244.6565875342567,8.85777825E8
19990115,1244.6565875342567,1244.6565875342567,1212.7544268377576,1212.7544268377576,8.86777742E8
19990119,1212.7544268377576,1220.8995448855474,1202.9900398128023,1204.2288781266577,8.72777766E8
19990120,1204.2288781266577,1204.6713264365128,1183.000977695144,1199.7851581450723,1.006333345E9
19990121,1199.7851581450723,1223.110229696921,1199.4796312152075,1220.274557879115,9.68666643E8
19990122,1220.274557879115,1237.2573938274472,1219.0396221644312,1230.1244051394335,8.73222258E8
19990125,1230.1244051394335,1235.8774824918842,1221.2990037558313,1221.2990037558313,8.04333321E8
19990126,1221.2990037558313,1221.2990037558313,1202.227031922921,1203.1573720123313,9.96000047E8
19990127,1203.1573720123313,1212.2748936007533,1193.26164257495,1211.9386309499687,9.93111135E8
19990128,1211.9386309499687,1211.9386309499687,1189.2922234618795,1190.2963474271287,9.43111111E8
19990129,1190.2963474271287,1199.881780763056,1176.186288542054,1176.8729780744607,1.018888913E9
19990201,1176.8729780744607,1184.5340014149006,1173.0930493914825,1182.9797241705614,8.88222246E8
19990202,1182.9797241705614,1206.6207329552426,1182.5243745516739,1193.2111513214786,9.39444433E8
19990203,1193.2111513214786,1199.5649092251706,1179.9268807043843,1183.6805144659406,9.73888853E8
19990204,1183.6805144659406,1205.743030678089,1183.531632028406,1205.622063697592,9.49333333E8
19990205,1205.622063697592,1221.275479946451,1202.3677754336406,1214.3999510327017,9.68888889E8
19990208,1214.3999510327017,1221.670281544774,1207.021839340531,1210.118098696077,7.83777754E8
19990209,1210.118098696077,1237.4967324445254,1209.9235099700752,1237.0005311932207,8.17777778E8
19990210,1237.0005311932207,1241.3234317289905,1226.1780225577875,1229.4634269649725,8.01555532E8
19990211,1229.4634269649725,1229.8251668478601,1198.8160202203103,1198.8260685503903,9.06444421E8
19990212,1198.8260685503903,1226.0808062097724,1198.8260685503903,1221.6833388918783,7.68333321E8
19990216,1221.6833388918783,1221.6833388918783,1199.794676076422,1210.0239513486183,7.264E8
19990217,1210.0239513486183,1230.436717403643,1202.7747399190534,1227.4064690775747,8.16777766E8
19990218,1227.4064690775747,1230.7456548344828,1212.2648159456485,1214.119919143931,8.24888889E8
19990219,1214.119919143931,1219.271646784809,1203.6888972729719,1212.2162331204445,7.77777778E8
19990222,1212.2162331204445,1212.2162331204445,1179.9353340928508,1180.0135908177663,7.98333345E8
19990223,1180.0135908177663,1188.1577568115877,1172.3703188600114,1180.9040691041068,8.67888924E8
